grade,water_cement_ratio,cement_grade,sand_ratio,manufactured_sand_ratio,stone_powder_content,stone_powder_type,fly_ash_content,slag_content,fineness_modulus,strength_7d,strength_28d,slump,flow
C30,0.4902878508142597,42.5,0.4067330198441873,0.4264193346785116,0.060186443293213765,2,0.12065819431346177,0.1930071621309043,2.6917037350723416,24.4,38.4,182.0,497.0
C30,0.49341324964966515,42.5,0.4086102479109472,0.5706540876890582,0.07850379807920507,2,0.1756424894498615,0.2996274617673441,2.5250539228748172,23.4,37.8,189.0,483.0
C30,0.5097146464360819,42.5,0.38910950514638615,0.6961913254213609,0.09717721498365213,1,0.10610087749296745,0.23473212008226688,2.3418507813332567,25.9,35.1,198.0,567.0
C30,0.5216041316951703,42.5,0.39715435527334286,0.38895364657865933,0.06228817295833045,1,0.1656768518231601,0.1690508071382872,2.7357965439793985,25.3,34.0,203.0,604.0
C30,0.5339863475760395,42.5,0.4072536862682944,0.5193377628746064,0.0930673494492146,2,0.10546257683782304,0.2693156875562431,2.584985620881067,23.9,32.1,209.0,583.0
C30,0.5378228532543632,42.5,0.41190877813976473,0.6578131352656503,0.05877456856407715,2,0.17008647485403894,0.1992773795732305,2.4144516158698948,22.1,31.7,213.0,662.0
C30,0.5490539617025216,42.5,0.419400745403172,0.34501309174550937,0.07480519751415653,2,0.11405275370341433,0.29840760744674827,2.798404714894668,22.3,30.2,218.0,617.0
C30,0.4537118245812956,42.5,0.3856617269979439,0.48187900647520904,0.09146361422186201,1,0.1641627347545787,0.24286842784288612,2.6360959990950703,26.7,43.4,165.0,469.0
C30,0.4625888633660069,42.5,0.3934254252292811,0.6194932976724875,0.06830130353548748,1,0.1100156084670668,0.1708136945725841,2.455610990121627,27.7,42.2,168.0,500.0
C30,0.46077691593755726,42.5,0.40938463180948476,0.3060736102984327,0.08448457066644759,2,0.16225727219144637,0.26922969152854775,2.3,27.6,41.6,166.0,442.0
C30,0.4886053094125789,42.5,0.40867413599150537,0.4353524361267298,0.05009860336908821,2,0.10702610391480664,0.20754885656229813,2.6908990612891235,26.7,37.9,183.0,486.0
C30,0.4948796205851778,42.5,0.41526329310028937,0.5627695356872789,0.06679520477361774,1,0.16694244604875974,0.3,2.5171291249817,25.4,37.8,186.0,518.0
C30,0.5204365401963305,42.5,0.38879247404497275,0.7,0.1,2,0.12049509017390145,0.22946438733781546,2.349332282038998,23.9,33.7,197.0,526.0
C30,0.510777738959205,42.5,0.38993202539736377,0.38049159247887987,0.06364135128670714,1,0.17047626159884502,0.16772994547858175,2.74878368962776,21.4,35.0,203.0,566.0
C30,0.5230952076902942,42.5,0.4111330403149026,0.525173595317531,0.08997319407380358,1,0.11332169443767848,0.2679178863295349,2.572079005636994,24.7,33.4,202.0,594.0
C30,0.5372425203536099,42.5,0.40875970387746385,0.6535433000124212,0.05340986538021761,2,0.16429953570316422,0.20475941509014278,2.4058379266667806,20.5,31.5,211.0,604.0
C30,0.5463526294884808,42.5,0.419209960507105,0.34231003909470736,0.07271725590147694,1,0.10283682775178227,0.3,2.8,19.8,30.8,219.0,589.0
C30,0.4542026362512578,42.5,0.3842519858443457,0.4755603783153513,0.1,2,0.16571210920972498,0.2348982040924176,2.6273619811991047,31.8,42.9,160.0,446.0
C30,0.46249701900790485,42.5,0.39873563267836004,0.6018865849096305,0.061580705813939714,1,0.11369445765435174,0.16267111381254032,2.465843988376418,25.3,41.5,167.0,421.0
C30,0.46692093085249164,42.5,0.39663249644038745,0.3,0.07933262048941878,1,0.1638308508269897,0.2723111103819012,2.3112824200771374,25.0,41.5,173.0,466.0
C30,0.48046540754163286,42.5,0.4075468821977253,0.4338654844717928,0.05428066946845128,1,0.11863107605402456,0.18674515095803496,2.694346423148501,25.6,39.5,177.0,519.0
C30,0.4926617839947241,42.5,0.42,0.5638280714927882,0.07667016729435419,2,0.16252337648497772,0.3,2.522540388424065,23.0,37.5,190.0,549.0
C30,0.5103131258702703,42.5,0.3868710244272467,0.6961366642886326,0.09955389412203165,1,0.11126102928374691,0.22981098281603568,2.3519139798058157,21.8,35.2,196.0,571.0
C30,0.5081241502688242,42.5,0.3983850583480412,0.3937028423406423,0.06752945881483846,1,0.1752499555489403,0.168871507575973,2.7506934710415005,25.6,35.6,197.0,543.0
C30,0.5298794007137004,42.5,0.3968169055842227,0.5253019002569435,0.09185439517873081,2,0.10956337891454117,0.26829733177787723,2.571522209895851,23.7,33.0,208.0,583.0
C30,0.5400251959345618,42.5,0.41485101328142066,0.6605810663670537,0.053018369126015645,2,0.16502001167506766,0.19951586981303296,2.408733458390289,18.9,31.4,215.0,620.0
C30,0.55,42.5,0.41123265291874667,0.3417198332696499,0.08263689122864146,2,0.11095631985792825,0.29832142463556716,2.8,20.8,30.2,220.0,694.0
C30,0.4543487022011421,42.5,0.389730069111226,0.47098603918134696,0.09765280543295228,1,0.16166308087694997,0.24260316021989273,2.6388484596672224,26.2,43.5,162.0,451.0
C30,0.4668682379834348,42.5,0.3943125596088217,0.6062192472230359,0.06870793044523903,2,0.10259819308992192,0.1718124448532949,2.4690296540787315,30.7,41.1,173.0,488.0
C30,0.47010114439616335,42.5,0.3989911754131072,0.3045568809790228,0.0843061597650117,1,0.1702247799190208,0.26000294431272525,2.313803809678631,28.9,40.4,168.0,473.0
C30,0.48225490569882706,42.5,0.41302918088019497,0.42148472628591105,0.053815490124071365,1,0.11210390292559258,0.19282817516420578,2.6917939989382185,25.8,39.4,181.0,511.0
C30,0.49856652138573176,42.5,0.4193769310932826,0.5704068402964753,0.08528263593059923,1,0.16602818741361283,0.3,2.513448288019346,22.3,36.5,189.0,528.0
C30,0.5049360856618528,42.5,0.38156625531325555,0.7,0.1,1,0.11063081161248788,0.23907969996476172,2.3520396734299256,23.9,36.1,191.0,513.0
C30,0.5114371033223812,42.5,0.3844305499172809,0.3927288052373617,0.07467285780237687,1,0.16268190948779393,0.16628781253055938,2.7429055163610454,26.1,35.7,197.0,599.0
C30,0.5244832856678968,42.5,0.3956254827765352,0.5210909961271788,0.0942117322790224,1,0.11170913945554646,0.2707501592552345,2.580871087576327,20.2,33.5,199.0,602.0
C30,0.5390875973684411,42.5,0.41116785350599216,0.6568908074822977,0.05922781959280706,1,0.16525009008750363,0.20061026967251502,2.409559383031331,19.3,31.6,212.0,664.0
C30,0.55,42.5,0.42,0.3380607015653429,0.07237249507573647,2,0.11637687537777563,0.29980222423071673,2.8,21.0,30.2,216.0,681.0
C30,0.49997236502479636,42.5,0.4035193550765366,0.5548725211113135,0.07083636949481778,1,0.1271202890161022,0.16155666512392483,2.364962845577461,25.8,36.5,189.0,467.0
C30,0.48173585771323757,42.5,0.3977133778754825,0.6173703533589667,0.07675354026669867,1,0.11891096163550072,0.20829729175533002,2.576297733145134,25.4,39.0,179.0,493.0
C30,0.5018408162124173,42.5,0.39785371225722477,0.5741710898703131,0.07531178708350844,1,0.12951889640923436,0.20715573432667006,2.6580235503403338,22.0,36.4,193.0,553.0
C30,0.5138445021342006,42.5,0.4047848335606199,0.5629174787327844,0.06252661749713528,1,0.14417521535843345,0.19331761345154097,2.661687949824503,25.1,35.3,203.0,586.0
C30,0.4802891302477921,42.5,0.40086442621195006,0.41819960283540364,0.06229847564961549,2,0.16157270209276023,0.2384272979072398,2.423407422065207,25.0,39.6,179.0,464.0
C30,0.5259261725158975,42.5,0.40754070376099083,0.43083711466452473,0.069287492976323,1,0.16326019567555802,0.21028755482603684,2.7320105741570084,24.2,32.9,210.0,623.0
C30,0.5178868444342097,42.5,0.395922969063874,0.46037686178942927,0.07087666918822758,2,0.12731148328986594,0.18711222284127585,2.690871170148266,24.9,34.6,201.0,621.0
C30,0.5201450790740965,42.5,0.40175833003331063,0.4710432195730716,0.05867469956470253,2,0.13697806677901112,0.1818594281814197,2.625466134981739,23.2,34.5,203.0,637.0
C30,0.4823322081946793,42.5,0.3913303053355478,0.4583430567892052,0.0613030351210898,2,0.15962733418993427,0.23451549521277923,2.5467522090684533,24.6,39.3,181.0,547.0
C30,0.4637329958827322,42.5,0.38648112089133774,0.4758372163705123,0.08469459787804337,2,0.15487336373429575,0.21192023123233292,2.6507473972747517,25.4,42.1,167.0,481.0
C30,0.49886350494209064,42.5,0.39913568723236803,0.642783093961201,0.0667014922175119,2,0.14415194001436407,0.255848059985636,2.5708064417028407,26.6,36.6,191.0,529.0
C30,0.5042700376273311,42.5,0.38517436844436054,0.5002851092955899,0.08794767627636046,1,0.17203770495021548,0.22129616734415164,2.7780448160726254,24.4,36.0,187.0,491.0
C30,0.5218798294771706,42.5,0.396951751589651,0.557970260590879,0.06065589602427704,2,0.14514637398114127,0.19661570307623089,2.777005875636702,21.3,33.5,204.0,610.0
C30,0.5201902511755991,42.5,0.39210412182304594,0.5148526088905545,0.06976186488963737,1,0.13693588355243516,0.15441329246728422,2.593848457404464,24.5,34.1,205.0,554.0
C30,0.519030293762048,42.5,0.3836702355548393,0.5688034134218479,0.0742160026561783,1,0.1294510384731012,0.2575777424900686,2.7107370259216004,22.6,34.3,205.0,608.0
C30,0.48523078159524946,42.5,0.40115730909534936,0.5741939703368162,0.05790131184984063,1,0.13832831596402095,0.19741227982883794,2.420377033651319,24.4,38.4,183.0,498.0
C30,0.5093106605481629,42.5,0.40297412499719715,0.4266776555622508,0.08594709660231442,1,0.1693554355693444,0.23064456443065562,2.727457731385028,24.6,35.2,198.0,559.0
C30,0.5380581969450103,42.5,0.38962782088049586,0.5213845724116329,0.06306870621738073,2,0.1226694118338656,0.2214092794327181,2.5978753936022523,20.9,32.2,215.0,593.0
C30,0.45963138436684114,42.5,0.395021334763069,0.4515351202460785,0.06113640547398903,2,0.12359850172408549,0.24347017888400313,2.746400812044347,31.2,42.0,169.0,494.0
C30,0.4841528086697683,42.5,0.384069608320079,0.409624014759746,0.0785466025479743,1,0.11406014760198618,0.2127747693903887,2.736882422365988,26.1,39.2,185.0,551.0
C30,0.48277157833929185,42.5,0.39728181229677484,0.6597379897674123,0.05628260235751216,1,0.17018105239848672,0.22981894760151328,2.5264185446681986,27.2,39.5,181.0,486.0
C30,0.5270912441865097,42.5,0.40007414790474516,0.5342438808226201,0.08979207535400069,2,0.1336753479571495,0.26632465204285055,2.528333789044986,20.8,32.6,205.0,591.0
C30,0.4796126308800675,42.5,0.39229315911518514,0.33507542617685704,0.0702909212015374,1,0.15380085929393364,0.22702319396255494,2.4990464545877917,26.2,40.1,179.0,446.0
C30,0.48894465895796274,42.5,0.4026943175431125,0.3170686641008555,0.05812621849151206,2,0.12157997543464608,0.20883738600142987,2.705519336320888,26.5,38.6,187.0,483.0
C30,0.47333639712371545,42.5,0.40507423536489306,0.5428976404096252,0.07657546158656564,2,0.15905747567561712,0.16955333070893172,2.6714992827904096,25.5,40.2,170.0,431.0
C30,0.46985363145630255,42.5,0.3902422825031158,0.5778084958596501,0.05872775529934618,1,0.12041271999360625,0.23438588574575098,2.7105546417792707,30.4,40.6,171.0,429.0
C30,0.5269962502829684,42.5,0.3963912809436301,0.4284341552295287,0.06240255409000848,2,0.12737071258546834,0.18869202359628978,2.6924669834281127,20.3,33.3,211.0,663.0
C30,0.4837448161479929,42.5,0.4042012540920324,0.3945272806886808,0.062330950977296726,1,0.13475036264327775,0.2148293758310706,2.556468220597084,23.5,39.0,183.0,488.0
C30,0.5045709042849397,42.5,0.41226683480115883,0.6079203318171482,0.07809554008772689,2,0.13749994307024602,0.24939305284555924,2.6305466350241735,25.1,35.9,193.0,543.0
C30,0.5226597552092228,42.5,0.395504417043226,0.478244188711793,0.0590021911264298,2,0.12409419643261721,0.2759058035673828,2.6418228009420965,24.7,33.9,201.0,627.0
C30,0.5025450003675852,42.5,0.3929530240628215,0.4649793247652402,0.0752682905786827,2,0.11832820517616971,0.26696926861690756,2.6643057758529927,25.5,36.2,192.0,598.0
C30,0.5207949398853975,42.5,0.4073726552932616,0.4612896344011914,0.06053605863020903,2,0.1296454500777608,0.2691114062682789,2.4262498084897874,22.4,34.1,208.0,611.0
C30,0.47269813297895363,42.5,0.4080398096864764,0.5058955382166781,0.05862280381260877,2,0.11782759959186294,0.2532341500720068,2.6984483126809606,26.3,41.0,177.0,524.0
C30,0.5177279109686911,42.5,0.40423742654511213,0.3477043661992538,0.06349642694500472,2,0.14516382869119965,0.2548361713088004,2.699565688366796,23.3,34.4,200.0,532.0
C30,0.5223100210367525,42.5,0.3945242323586396,0.5214367204057112,0.0882093207634547,1,0.14212089618134272,0.251391825572287,2.5583467872348664,22.4,33.6,199.0,631.0
C30,0.505128638024213,42.5,0.4066279757705243,0.5229075664573941,0.07838512036208531,2,0.16898271905952933,0.17197584961649057,2.729672331839574,24.9,35.6,196.0,607.0
C30,0.4891948283058739,42.5,0.4004054599872415,0.42978790564842595,0.05962659983354186,2,0.1351650514753699,0.24198468611214266,2.545872359035339,28.1,38.0,189.0,549.0
C30,0.503045672781164,42.5,0.4002625537113319,0.5928347682942355,0.07391823509417622,2,0.12161238986751854,0.2721774681124073,2.6577444848200633,24.4,36.1,190.0,501.0
C30,0.510398248688851,42.5,0.39275617316260986,0.4283311854573905,0.07046113420748845,2,0.13684463797423926,0.2631553620257608,2.616036324482973,23.6,35.1,202.0,578.0
C30,0.5076577460928287,42.5,0.39520774671717573,0.6256462170527153,0.07397186487077753,1,0.14059243485853753,0.24974691668825216,2.5178257999811904,24.8,36.3,193.0,548.0
C30,0.5240082645626468,42.5,0.4028883197775437,0.35951154488685,0.08238092856605639,1,0.13854526820316324,0.21900469788997268,2.4932859386459754,21.4,33.3,208.0,585.0
C30,0.48921343158677555,42.5,0.39545305032853045,0.5706115852292706,0.06665529043467919,2,0.15577415490282684,0.18355771555320546,2.6787890844341473,26.1,37.8,189.0,489.0
C30,0.4983038871130638,42.5,0.4087410915310435,0.40751285956004335,0.06277565082411588,1,0.1787924092112744,0.19514732734175802,2.6514497278758036,26.3,37.1,192.0,542.0
C30,0.5032768670999443,42.5,0.4080560195403157,0.45887916502512344,0.07380730703262076,2,0.1727855452359076,0.20572885952668446,2.7057880577204165,27.2,36.8,193.0,600.0
C30,0.5135349846497244,42.5,0.39932115601065665,0.4962640397515631,0.0746155547189882,1,0.1156279499443584,0.20728837261584027,2.441438465520865,21.8,34.9,199.0,576.0
C30,0.46498816486829764,42.5,0.4041700408202886,0.3991780135430719,0.05621090121374244,2,0.18651211217077354,0.183661779671036,2.5366558686408065,29.7,41.4,172.0,498.0
C30,0.4899177327544389,42.5,0.39148798107541743,0.47931797226160033,0.07425480951702085,1,0.16949252694670133,0.2305074730532987,2.6026178735583687,25.8,37.7,188.0,516.0
C30,0.5230671222483793,42.5,0.4079142669462815,0.3658862837130785,0.07350017505555975,1,0.15212444605551345,0.24787555394448657,2.6160627133633403,24.4,33.3,205.0,645.0
C30,0.492428190574892,42.5,0.40015119143244277,0.5736068346745762,0.053893794555261866,2,0.15940737893759666,0.2366898702604206,2.6828789132991875,27.4,38.0,188.0,508.0
C30,0.5017637458878454,42.5,0.40538662122238256,0.6204137702900413,0.06748556544019109,2,0.1513488986813269,0.19239480877555354,2.61475069455717,24.2,36.9,191.0,537.0
C30,0.49988871054667006,42.5,0.3985954678383684,0.6045926349792288,0.0736032865135417,1,0.13989371166239573,0.21717790937814777,2.6355131585431937,25.4,36.5,190.0,557.0
C30,0.4842746644909014,42.5,0.39564584809102743,0.39972193741500067,0.07359553789505381,2,0.13996644397539207,0.22701625085130772,2.581409004322622,26.6,38.6,185.0,528.0
C30,0.5169469629041128,42.5,0.40237257124149983,0.614267386002362,0.058419682033443186,2,0.15712767495975605,0.24287232504024397,2.7266581188802967,24.4,34.9,205.0,603.0
C30,0.5187894276106355,42.5,0.39644605384007786,0.4232102665972718,0.05628420619777484,1,0.10598525131453324,0.25537848760123627,2.515269283672306,25.5,34.7,202.0,570.0
C30,0.4738883812580261,42.5,0.40606587403238587,0.6118652653848226,0.08425877201326715,1,0.15808766859093498,0.19664823800145434,2.457510953046425,25.8,40.1,171.0,489.0
C30,0.4852394186718558,42.5,0.39502790669143223,0.5005407971901404,0.07114856671819153,1,0.12745188434305194,0.23193501717987092,2.776602527339921,24.5,39.1,180.0,450.0
C30,0.4749053795434169,42.5,0.41254282153822996,0.45092031838222113,0.07601106727656544,2,0.12697872926453957,0.22797471742777672,2.6679253888923364,29.7,40.5,173.0,472.0
C30,0.5378570616020456,42.5,0.39573465365947635,0.364681889064528,0.05092938108762058,2,0.16590432562510873,0.2340956743748913,2.6244392217336263,22.9,32.0,214.0,661.0
C30,0.5144554108809727,42.5,0.4142853190844086,0.45438168617821717,0.0876475282826043,1,0.15390506162934453,0.24304094160761308,2.6304996005350474,22.6,34.3,201.0,619.0
C30,0.49387955994328936,42.5,0.41005464110759793,0.5927204698069741,0.05960237367657946,1,0.1448733371747169,0.2303705955889064,2.6023239383828223,24.6,37.7,187.0,527.0
C30,0.5121669738352556,42.5,0.40118242081176275,0.49263928109601074,0.05464519970822223,2,0.13958029931811378,0.18157413780200427,2.6059068660814977,25.8,35.3,195.0,568.0
